OG	GCA_000634175__GCA_000634215	GCA_000634175__GCA_000634255	GCA_000634175__GCA_000634275	GCA_000634175__GCA_000634335	GCA_000634175__GCA_000634375	GCA_000634175__GCA_000634795	GCA_000634175__GCA_000635055	GCA_000634175__GCA_000635095	GCA_000634175__GCA_000635215	GCA_000634175__GCA_000635395	GCA_000634175__GCA_000635755	GCA_000634175__GCA_003280805	GCA_000634175__GCA_003280815	GCA_000634175__GCA_902533015	GCA_000634175__GCA_902537995	GCA_000634175__GCA_902551645	GCA_000634175__GCA_902555385	GCA_000634175__GCA_902618405	GCA_000634175__GCA_902619715	GCA_000634175__GCA_902623015	GCA_000634215__GCA_000634255	GCA_000634215__GCA_000634275	GCA_000634215__GCA_000634335	GCA_000634215__GCA_000634375	GCA_000634215__GCA_000634795	GCA_000634215__GCA_000635055	GCA_000634215__GCA_000635095	GCA_000634215__GCA_000635215	GCA_000634215__GCA_000635395	GCA_000634215__GCA_000635755	GCA_000634215__GCA_003280805	GCA_000634215__GCA_003280815	GCA_000634215__GCA_902533015	GCA_000634215__GCA_902537995	GCA_000634215__GCA_902551645	GCA_000634215__GCA_902555385	GCA_000634215__GCA_902618405	GCA_000634215__GCA_902619715	GCA_000634215__GCA_902623015	GCA_000634255__GCA_000634275	GCA_000634255__GCA_000634335	GCA_000634255__GCA_000634375	GCA_000634255__GCA_000634795	GCA_000634255__GCA_000635055	GCA_000634255__GCA_000635095	GCA_000634255__GCA_000635215	GCA_000634255__GCA_000635395	GCA_000634255__GCA_000635755	GCA_000634255__GCA_003280805	GCA_000634255__GCA_003280815	GCA_000634255__GCA_902533015	GCA_000634255__GCA_902537995	GCA_000634255__GCA_902551645	GCA_000634255__GCA_902555385	GCA_000634255__GCA_902618405	GCA_000634255__GCA_902619715	GCA_000634255__GCA_902623015	GCA_000634275__GCA_000634335	GCA_000634275__GCA_000634375	GCA_000634275__GCA_000634795	GCA_000634275__GCA_000635055	GCA_000634275__GCA_000635095	GCA_000634275__GCA_000635215	GCA_000634275__GCA_000635395	GCA_000634275__GCA_000635755	GCA_000634275__GCA_003280805	GCA_000634275__GCA_003280815	GCA_000634275__GCA_902533015	GCA_000634275__GCA_902537995	GCA_000634275__GCA_902551645	GCA_000634275__GCA_902555385	GCA_000634275__GCA_902618405	GCA_000634275__GCA_902619715	GCA_000634275__GCA_902623015	GCA_000634335__GCA_000634375	GCA_000634335__GCA_000634795	GCA_000634335__GCA_000635055	GCA_000634335__GCA_000635095	GCA_000634335__GCA_000635215	GCA_000634335__GCA_000635395	GCA_000634335__GCA_000635755	GCA_000634335__GCA_003280805	GCA_000634335__GCA_003280815	GCA_000634335__GCA_902533015	GCA_000634335__GCA_902537995	GCA_000634335__GCA_902551645	GCA_000634335__GCA_902555385	GCA_000634335__GCA_902618405	GCA_000634335__GCA_902619715	GCA_000634335__GCA_902623015	GCA_000634375__GCA_000634795	GCA_000634375__GCA_000635055	GCA_000634375__GCA_000635095	GCA_000634375__GCA_000635215	GCA_000634375__GCA_000635395	GCA_000634375__GCA_000635755	GCA_000634375__GCA_003280805	GCA_000634375__GCA_003280815	GCA_000634375__GCA_902533015	GCA_000634375__GCA_902537995	GCA_000634375__GCA_902551645	GCA_000634375__GCA_902555385	GCA_000634375__GCA_902618405	GCA_000634375__GCA_902619715	GCA_000634375__GCA_902623015	GCA_000634795__GCA_000635055	GCA_000634795__GCA_000635095	GCA_000634795__GCA_000635215	GCA_000634795__GCA_000635395	GCA_000634795__GCA_000635755	GCA_000634795__GCA_003280805	GCA_000634795__GCA_003280815	GCA_000634795__GCA_902533015	GCA_000634795__GCA_902537995	GCA_000634795__GCA_902551645	GCA_000634795__GCA_902555385	GCA_000634795__GCA_902618405	GCA_000634795__GCA_902619715	GCA_000634795__GCA_902623015	GCA_000635055__GCA_000635095	GCA_000635055__GCA_000635215	GCA_000635055__GCA_000635395	GCA_000635055__GCA_000635755	GCA_000635055__GCA_003280805	GCA_000635055__GCA_003280815	GCA_000635055__GCA_902533015	GCA_000635055__GCA_902537995	GCA_000635055__GCA_902551645	GCA_000635055__GCA_902555385	GCA_000635055__GCA_902618405	GCA_000635055__GCA_902619715	GCA_000635055__GCA_902623015	GCA_000635095__GCA_000635215	GCA_000635095__GCA_000635395	GCA_000635095__GCA_000635755	GCA_000635095__GCA_003280805	GCA_000635095__GCA_003280815	GCA_000635095__GCA_902533015	GCA_000635095__GCA_902537995	GCA_000635095__GCA_902551645	GCA_000635095__GCA_902555385	GCA_000635095__GCA_902618405	GCA_000635095__GCA_902619715	GCA_000635095__GCA_902623015	GCA_000635215__GCA_000635395	GCA_000635215__GCA_000635755	GCA_000635215__GCA_003280805	GCA_000635215__GCA_003280815	GCA_000635215__GCA_902533015	GCA_000635215__GCA_902537995	GCA_000635215__GCA_902551645	GCA_000635215__GCA_902555385	GCA_000635215__GCA_902618405	GCA_000635215__GCA_902619715	GCA_000635215__GCA_902623015	GCA_000635395__GCA_000635755	GCA_000635395__GCA_003280805	GCA_000635395__GCA_003280815	GCA_000635395__GCA_902533015	GCA_000635395__GCA_902537995	GCA_000635395__GCA_902551645	GCA_000635395__GCA_902555385	GCA_000635395__GCA_902618405	GCA_000635395__GCA_902619715	GCA_000635395__GCA_902623015	GCA_000635755__GCA_003280805	GCA_000635755__GCA_003280815	GCA_000635755__GCA_902533015	GCA_000635755__GCA_902537995	GCA_000635755__GCA_902551645	GCA_000635755__GCA_902555385	GCA_000635755__GCA_902618405	GCA_000635755__GCA_902619715	GCA_000635755__GCA_902623015	GCA_003280805__GCA_003280815	GCA_003280805__GCA_902533015	GCA_003280805__GCA_902537995	GCA_003280805__GCA_902551645	GCA_003280805__GCA_902555385	GCA_003280805__GCA_902618405	GCA_003280805__GCA_902619715	GCA_003280805__GCA_902623015	GCA_003280815__GCA_902533015	GCA_003280815__GCA_902537995	GCA_003280815__GCA_902551645	GCA_003280815__GCA_902555385	GCA_003280815__GCA_902618405	GCA_003280815__GCA_902619715	GCA_003280815__GCA_902623015	GCA_902533015__GCA_902537995	GCA_902533015__GCA_902551645	GCA_902533015__GCA_902555385	GCA_902533015__GCA_902618405	GCA_902533015__GCA_902619715	GCA_902533015__GCA_902623015	GCA_902537995__GCA_902551645	GCA_902537995__GCA_902555385	GCA_902537995__GCA_902618405	GCA_902537995__GCA_902619715	GCA_902537995__GCA_902623015	GCA_902551645__GCA_902555385	GCA_902551645__GCA_902618405	GCA_902551645__GCA_902619715	GCA_902551645__GCA_902623015	GCA_902555385__GCA_902618405	GCA_902555385__GCA_902619715	GCA_902555385__GCA_902623015	GCA_902618405__GCA_902619715	GCA_902618405__GCA_902623015	GCA_902619715__GCA_902623015
OG0000241	0.0096	0	0	0	0.0145	0	0	0	0	0.0048	0	0.0049	0.0049	0	0	0	0.0049	0.0049	-	0.0049	0.0096	0.0096	0.0097	0.0143	0.0096	0.0096	0.0096	0.0096	0.0144	0.0096	0.0145	0.0146	0.0096	0.0096	0.0096	0.0145	0.0145	-	0.0146	0	0	0.0145	0	0	0	0	0.0048	0	0.0049	0.0049	0	0	0	0.0049	0.0049	-	0.0049	0	0.0145	0	0	0	0	0.0048	0	0.0049	0.0049	0	0	0	0.0049	0.0049	-	0.0049	0.0145	0	0	0	0	0.0048	0	0.0049	0.0049	0	0	0	0.0049	0.0049	-	0.0049	0.0145	0.0145	0.0145	0.0145	0.0193	0.0145	0.0194	0.0195	0.0145	0.0145	0.0145	0.0195	0.0194	-	0.0196	0	0	0	0.0048	0	0.0049	0.0049	0	0	0	0.0049	0.0049	-	0.0049	0	0	0.0048	0	0.0049	0.0049	0	0	0	0.0049	0.0049	-	0.0049	0	0.0048	0	0.0049	0.0049	0	0	0	0.0049	0.0049	-	0.0049	0.0048	0	0.0049	0.0049	0	0	0	0.0049	0.0049	-	0.0049	0.0048	0.0097	0.0098	0.0048	0.0048	0.0048	0.0097	0.0097	-	0.0098	0.0049	0.0049	0	0	0	0.0049	0.0049	-	0.0049	0.0098	0.0049	0.0049	0.0049	0.0097	0	-	0.0098	0.0049	0.0049	0.0049	0.0098	0.0098	-	0.0099	0	0	0.0049	0.0049	-	0.0049	0	0.0049	0.0049	-	0.0049	0.0049	0.0049	-	0.0049	0.0097	-	0.0099	-	0.0098	-
OG0000242	0.0056	0	0	0.0171	0.0056	0	0	0.0112	0	0	0.0056	0.0114	0.0056	0.0056	-	-	-	0.0057	0.0056	0.0056	0.0056	0.0056	0.0113	0	0.0056	0.0056	0.0056	0.0056	0.0056	0	0.0057	0	0	-	-	-	0	0	0.0113	0	0.0171	0.0056	0	0	0.0112	0	0	0.0056	0.0114	0.0056	0.0056	-	-	-	0.0057	0.0056	0.0056	0.0171	0.0056	0	0	0.0112	0	0	0.0056	0.0114	0.0056	0.0056	-	-	-	0.0057	0.0056	0.0056	0.0114	0.0171	0.0171	0.0170	0.0171	0.0171	0.0113	0.0057	0.0113	0.0114	-	-	-	0.0114	0.0113	0.0229	0.0056	0.0056	0.0056	0.0056	0.0056	0	0.0057	0	0	-	-	-	0	0	0.0114	0	0.0112	0	0	0.0056	0.0114	0.0056	0.0056	-	-	-	0.0057	0.0056	0.0056	0.0112	0	0	0.0056	0.0114	0.0056	0.0056	-	-	-	0.0057	0.0056	0.0056	0.0112	0.0112	0.0056	0.0114	0.0056	0.0056	-	-	-	0.0056	0.0056	0.0169	0	0.0056	0.0114	0.0056	0.0056	-	-	-	0.0057	0.0056	0.0056	0.0056	0.0114	0.0056	0.0056	-	-	-	0.0057	0.0056	0.0056	0.0057	0	0	-	-	-	0	0	0.0113	0.0057	0.0057	-	-	-	0.0057	0.0057	0.0173	0	-	-	-	0	0	0.0113	-	-	-	0	0	0.0113	-	-	-	-	-	-	-	-	-	-	-	-	0	0.0114	0.0113
OG0000243	0.0065	0.0130	0	0	0.0130	0	0	0	-	0	0	0.0131	0	0.0131	-	-	-	0.0131	0	0	0.0195	0.0065	0.0065	0.0064	0.0065	0.0065	0.0065	-	0.0065	0.0065	0.0197	0.0065	0.0196	-	-	-	0.0197	0.0065	0.0065	0.0130	0.0130	0.0260	0.0130	0.0130	0.0130	-	0.0130	0.0130	0.0262	0.0130	0.0261	-	-	-	0.0262	0.0130	0.0130	0	0.0130	0	0	0	-	0	0	0.0131	0	0.0131	-	-	-	0.0131	0	0	0.0130	0	0	0	-	0	0	0.0131	0	0.0131	-	-	-	0.0131	0	0	0.0130	0.0130	0.0130	-	0.0130	0.0130	0.0261	0.0130	0.0261	-	-	-	0.0261	0.0130	0.0130	0	0	-	0	0	0.0131	0	0.0131	-	-	-	0.0131	0	0	0	-	0	0	0.0131	0	0.0131	-	-	-	0.0131	0	0	-	0	0	0.0131	0	0.0131	-	-	-	0.0131	0	0	-	-	-	-	-	-	-	-	-	-	-	0	0.0131	0	0.0131	-	-	-	0.0131	0	0	0.0131	0	0.0131	-	-	-	0.0131	0	0	0.0131	0.0263	-	-	-	0	0.0131	0.0131	0.0131	-	-	-	0.0131	0	0	-	-	-	0.0263	0.0131	0.0131	-	-	-	-	-	-	-	-	-	-	-	-	0.0131	0.0131	0
OG0000244	0	0	0.0180	0	0	0	0	0.0090	0	0	0	0	0	-	0	0.0180	0	0	0	-	0	0.0178	0	0	0	0	0.0089	0	0	0	0	0	-	0	0.0178	0	0	0	-	0.0180	0	0	0	0	0.0089	0	0	0	0	0	-	0	0.0180	0	0	0	-	0.0180	0.0180	0.0181	0.0180	0.0273	0.0181	0.0180	0.0180	0.0180	0.0180	-	0.0180	0	0.0181	0.0180	0.0180	-	0	0	0	0.0090	0	0	0	0	0	-	0	0.0180	0	0	0	-	0	0	0.0089	0	0	0	0	0	-	0	0.0180	0	0	0	-	0	0.0090	0	0	0	0	0	-	0	0.0181	0	0	0	-	0.0089	0	0	0	0	0	-	0	0.0180	0	0	0	-	0.0090	0.0090	0.0090	0.0090	0.0090	-	0.0090	0.0273	0.0090	0.0090	0.0090	-	0	0	0	0	-	0	0.0181	0	0	0	-	0	0	0	-	0	0.0180	0	0	0	-	0	0	-	0	0.0180	0	0	0	-	0	-	0	0.0180	0	0	0	-	-	0	0.0180	0	0	0	-	-	-	-	-	-	-	0.0180	0	0	0	-	0.0181	0.0180	0.0180	-	0	0	-	0	-	-
OG0000247	0.0114	0.0234	-	0.0114	0.0175	0	0	0.0057	0	0	0.0114	0.0057	0.0114	0.0114	0	0	-	0.0057	0.0057	-	0.0355	-	0.0115	0.0175	0.0114	0.0115	0.0057	0.0114	0.0115	0.0115	0.0057	0.0115	0.0115	0.0115	0.0114	-	0.0057	0.0057	-	-	0.0356	0.0422	0.0234	0.0234	0.0296	0.0234	0.0234	0.0356	0.0296	0.0356	0.0354	0.0234	0.0234	-	0.0296	0.0296	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0175	0.0114	0.0114	0.0057	0.0114	0.0114	0	0.0057	0	0.0114	0.0114	0.0114	-	0.0057	0.0057	-	0.0175	0.0175	0.0117	0.0175	0.0175	0.0175	0.0117	0.0175	0.0175	0.0175	0.0175	-	0.0117	0.0117	-	0	0.0057	0	0	0.0114	0.0057	0.0114	0.0114	0	0	-	0.0057	0.0057	-	0.0057	0	0	0.0114	0.0057	0.0114	0.0114	0	0	-	0.0057	0.0057	-	0.0057	0.0057	0.0057	0	0.0057	0.0057	0.0057	0.0057	-	0	0	-	0	0.0114	0.0057	0.0114	0.0114	0	0	-	0.0057	0.0057	-	0.0114	0.0057	0.0114	0.0114	0	0	-	0.0057	0.0057	-	0.0057	0	0.0114	0.0114	0.0114	-	0.0057	0.0057	-	0.0057	0.0057	0.0057	0.0057	-	0	0	-	0.0114	0.0114	0.0114	-	0.0057	0.0057	-	0.0114	0.0114	-	0.0057	0.0057	-	0	-	0.0057	0.0057	-	-	0.0057	0.0057	-	-	-	-	0	-	-
OG0000248	0	0.0081	0	0	0	-	0	0	0	0.0081	0	0	0	0	0.0081	0	-	0	0	-	0.0081	0	0	0	-	0	0	0	0.0081	0	0	0	0	0.0081	0	-	0	0	-	0.0081	0.0081	0.0081	-	0.0081	0.0081	0.0081	0.0162	0.0080	0.0081	0.0080	0.0081	0.0162	0.0081	-	0.0081	0.0081	-	0	0	-	0	0	0	0.0081	0	0	0	0	0.0081	0	-	0	0	-	0	-	0	0	0	0.0081	0	0	0	0	0.0081	0	-	0	0	-	-	0	0	0	0.0081	0	0	0	0	0.0081	0	-	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.0081	0	0	0	0	0.0081	0	-	0	0	-	0	0.0081	0	0	0	0	0.0081	0	-	0	0	-	0.0081	0	0	0	0	0.0081	0	-	0	0	-	0.0080	0.0081	0.0080	0.0081	0	0.0081	-	0.0081	0.0081	-	0	0	0	0.0080	0	-	0	0	-	0	0	0.0081	0	-	0	0	-	0	0.0080	0	-	0	0	-	0.0081	0	-	0	0	-	0.0081	-	0.0081	0.0081	-	-	0	0	-	-	-	-	0	-	-
OG0000249	0.0219	0.0053	0.0053	0.0053	0.0107	0	0.0053	0.0053	0	0	0.0053	0.0053	0.0053	0.0108	-	-	0.0053	0.0053	0.0160	0	0.0274	0.0274	0.0164	0.0221	0.0219	0.0274	0.0165	0.0219	0.0219	0.0164	0.0165	0.0164	0.0222	-	-	0.0164	0.0165	0.0274	0.0220	0.0106	0.0107	0.0161	0.0053	0	0.0107	0.0053	0.0053	0.0107	0.0107	0.0107	0.0162	-	-	0.0107	0.0107	0.0214	0.0053	0.0106	0.0160	0.0053	0.0106	0.0107	0.0053	0.0053	0.0106	0.0107	0.0106	0.0161	-	-	0.0106	0.0107	0.0213	0.0053	0.0054	0.0053	0.0107	0	0.0053	0.0053	0	0	0	0.0054	-	-	0	0	0.0107	0.0054	0.0107	0.0162	0.0054	0.0107	0.0107	0.0054	0.0054	0.0054	0.0109	-	-	0.0054	0.0054	0.0161	0.0108	0.0053	0.0053	0	0	0.0053	0.0053	0.0053	0.0108	-	-	0.0053	0.0053	0.0160	0	0.0107	0.0053	0.0053	0.0107	0.0107	0.0107	0.0162	-	-	0.0107	0.0107	0.0214	0.0053	0.0053	0.0053	0	0	0	0.0054	-	-	0	0	0.0107	0.0054	0	0.0053	0.0053	0.0053	0.0108	-	-	0.0053	0.0053	0.0160	0	0.0053	0.0053	0.0053	0.0108	-	-	0.0053	0.0053	0.0160	0	0	0	0.0054	-	-	0	0	0.0107	0.0054	0	0.0054	-	-	0	0	0.0107	0.0054	0.0054	-	-	0	0	0.0107	0.0053	-	-	0.0054	0.0054	0.0162	0.0108	-	-	-	-	-	-	-	-	-	0	0.0107	0.0054	0.0107	0.0054	0.0161
OG0000252	0	0	0	-	0	0	-	0	0	0	0	0	0	-	0	0	0.0049	0	0	0	0	0	-	0	0	-	0	0	0	0	0	0	-	0	0	0.0049	0	0	0	0	-	0	0	-	0	0	0	0	0	0	-	0	0	0.0049	0	0	0	-	0	0	-	0	0	0	0	0	0	-	0	0	0.0049	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0	0	0	0	0	0	-	0	0	0.0049	0	0	0	-	0	0	0	0	0	0	-	0	0	0.0049	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	-	0	0	0.0049	0	0	0	0	0	0	0	-	0	0	0.0049	0	0	0	0	0	0	-	0	0	0.0049	0	0	0	0	0	-	0	0	0.0049	0	0	0	0	-	0	0	0.0049	0	0	0	-	0	0	0.0049	0	0	0	-	-	-	-	-	-	0	0.0049	0	0	0	0.0049	0	0	0	0.0049	0.0049	0.0049	0	0	0
OG0000253	0.0060	0	0	0	0.0060	0	0	0.0059	0	0.0059	0.0060	0	0	-	0	0	0	-	0	0	0.0060	0.0060	0.0060	0.0120	0.0060	0.0060	0.0119	0.0060	0.0119	0.0120	0.0060	0.0060	-	0.0060	0.0060	0.0060	-	0.0060	0.0060	0	0	0.0060	0	0	0.0059	0	0.0059	0.0060	0	0	-	0	0	0	-	0	0	0	0.0060	0	0	0.0059	0	0.0059	0.0060	0	0	-	0	0	0	-	0	0	0.0060	0	0	0.0059	0	0.0059	0.0060	0	0	-	0	0	0	-	0	0	0.0060	0.0060	0.0119	0.0060	0.0119	0.0120	0.0060	0.0060	-	0.0060	0.0060	0.0060	-	0.0060	0.0060	0	0.0059	0	0.0059	0.0060	0	0	-	0	0	0	-	0	0	0.0059	0	0.0059	0.0060	0	0	-	0	0	0	-	0	0	0.0059	0.0118	0.0119	0.0059	0.0059	-	0.0059	0.0059	0.0059	-	0.0059	0.0059	0.0059	0.0060	0	0	-	0	0	0	-	0	0	0.0119	0.0059	0.0059	-	0.0059	0.0059	0.0059	-	0.0059	0.0059	0.0060	0.0060	-	0.0060	0.0060	0.0060	-	0.0060	0.0060	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	-	-	-	-	-	0	0	-	0	0	0	-	0	0	-	0	0	-	-	0
OG0000254	0.0167	0.0085	0.0085	0	0.0085	0.0085	0	0	0.0085	0	0	0	0	0	0	0.0085	0	0	-	0	0.0253	0.0254	0.0167	0.0254	0.0253	0.0167	0.0167	0.0253	0.0167	0.0167	0.0167	0.0167	0.0167	0.0167	0.0254	0.0167	0.0167	-	0.0167	0.0171	0.0085	0.0171	0.0171	0.0085	0.0085	0.0171	0.0085	0.0085	0.0085	0.0085	0.0085	0.0085	0.0171	0.0085	0.0085	-	0.0085	0.0085	0.0172	0.0085	0.0085	0.0085	0.0085	0.0085	0.0085	0.0085	0.0085	0.0085	0.0085	0	0.0085	0.0085	-	0.0085	0.0085	0.0085	0	0	0.0085	0	0	0	0	0	0	0.0085	0	0	-	0	0.0171	0.0085	0.0085	0.0171	0.0085	0.0085	0.0085	0.0085	0.0085	0.0085	0.0172	0.0085	0.0085	-	0.0085	0.0085	0.0085	0	0.0085	0.0085	0.0085	0.0085	0.0085	0.0085	0.0085	0.0085	0.0085	-	0.0085	0	0.0085	0	0	0	0	0	0	0.0085	0	0	-	0	0.0085	0	0	0	0	0	0	0.0085	0	0	-	0	0.0085	0.0085	0.0085	0.0085	0.0085	0.0085	0.0085	0.0085	0.0085	-	0.0085	0	0	0	0	0	0.0085	0	0	-	0	0	0	0	0	0.0085	0	0	-	0	0	0	0	0.0085	0	0	-	0	0	0	0.0085	0	0	-	0	0	0.0085	0	0	-	0	0.0085	0	0	-	0	0.0085	0.0085	-	0.0085	0	-	0	-	0	-
OG0000255	0.0228	0	-	0.0228	0.0348	0	0	0.0225	0	0	0.0352	0.0228	0.0352	0.0228	0	-	0.0114	0.0228	-	0	0.0228	-	0	0.0112	0.0228	0.0228	0	0.0228	0.0228	0.0113	0	0.0113	0	0.0228	-	0.0112	0	-	0.0228	-	0.0228	0.0348	0	0	0.0225	0	0	0.0352	0.0228	0.0352	0.0228	0	-	0.0114	0.0228	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0112	0.0228	0.0228	0	0.0228	0.0228	0.0113	0	0.0113	0	0.0228	-	0.0112	0	-	0.0228	0.0348	0.0348	0.0111	0.0348	0.0348	0.0230	0.0112	0.0230	0.0112	0.0348	-	0.0228	0.0112	-	0.0348	0	0.0225	0	0	0.0352	0.0228	0.0352	0.0228	0	-	0.0114	0.0228	-	0	0.0225	0	0	0.0352	0.0228	0.0352	0.0228	0	-	0.0114	0.0228	-	0	0.0225	0.0225	0.0112	0	0.0112	0	0.0225	-	0.0111	0	-	0.0225	0	0.0352	0.0228	0.0352	0.0228	0	-	0.0114	0.0228	-	0	0.0352	0.0228	0.0352	0.0228	0	-	0.0114	0.0228	-	0	0.0113	0	0.0113	0.0352	-	0.0230	0.0113	-	0.0352	0.0113	0	0.0228	-	0.0112	0	-	0.0228	0.0113	0.0352	-	0.0230	0.0113	-	0.0352	0.0228	-	0.0112	0	-	0.0228	-	0.0114	0.0228	-	0	-	-	-	-	0.0112	-	0.0114	-	0.0228	-
OG0000259	0.0109	0	0	0	0	0	0.0110	0	0	0	0	0	0	0.0109	0	0	-	0	0.0218	-	0.0109	0.0109	0.0109	0.0109	0.0109	0.0221	0.0109	0.0109	0.0109	0.0109	0.0109	0.0109	0.0219	0.0109	0.0109	-	0.0109	0.0330	-	0	0	0	0	0.0110	0	0	0	0	0	0	0.0109	0	0	-	0	0.0218	-	0	0	0	0.0110	0	0	0	0	0	0	0.0109	0	0	-	0	0.0218	-	0	0	0.0110	0	0	0	0	0	0	0.0109	0	0	-	0	0.0218	-	0	0.0110	0	0	0	0	0	0	0.0109	0	0	-	0	0.0218	-	0.0110	0	0	0	0	0	0	0.0109	0	0	-	0	0.0218	-	0.0110	0.0110	0.0110	0.0110	0.0110	0.0110	0.0221	0.0110	0.0110	-	0.0110	0.0332	-	0	0	0	0	0	0.0109	0	0	-	0	0.0218	-	0	0	0	0	0.0109	0	0	-	0	0.0218	-	0	0	0	0.0109	0	0	-	0	0.0218	-	0	0	0.0109	0	0	-	0	0.0218	-	0	0.0109	0	0	-	0	0.0218	-	0.0109	0	0	-	0	0.0218	-	0.0109	0.0109	-	0.0109	0.0108	-	0	-	0	0.0218	-	-	0	0.0218	-	-	-	-	0.0218	-	-
OG0000262	0	0	0.0208	0	0	0	0	0	-	-	0	0	-	0	-	0	0	0	0	0	0	0.0208	0	0	0	0	0	-	-	0	0	-	0	-	0	0	0	0	0	0.0208	0	0	0	0	0	-	-	0	0	-	0	-	0	0	0	0	0	0.0208	0.0208	0.0208	0.0208	0.0208	-	-	0.0208	0.0208	-	0.0208	-	0.0208	0.0208	0.0208	0.0208	0.0208	0	0	0	0	-	-	0	0	-	0	-	0	0	0	0	0	0	0	0	-	-	0	0	-	0	-	0	0	0	0	0	0	0	-	-	0	0	-	0	-	0	0	0	0	0	0	-	-	0	0	-	0	-	0	0	0	0	0	-	-	0	0	-	0	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0	-	0	0	0	0	0	-	0	-	0	0	0	0	0	-	-	-	-	-	-	-	-	0	0	0	0	0	-	-	-	-	-	0	0	0	0	0	0	0	0	0	0
OG0000265	0.0090	0	0	0.0090	0.0090	0	0	0.0090	0	0.0090	-	0.0090	0.0090	-	0.0090	0	0.0090	-	0.0090	0	0.0090	0.0090	0	0	0.0090	0.0090	0	0.0090	0	-	0	0	-	0	0.0090	0	-	0	0.0090	0	0.0090	0.0090	0	0	0.0090	0	0.0090	-	0.0090	0.0090	-	0.0090	0	0.0090	-	0.0090	0	0.0090	0.0090	0	0	0.0090	0	0.0090	-	0.0090	0.0090	-	0.0090	0	0.0090	-	0.0090	0	0	0.0090	0.0090	0	0.0090	0	-	0	0	-	0	0.0090	0	-	0	0.0090	0.0090	0.0090	0	0.0090	0	-	0	0	-	0	0.0090	0	-	0	0.0090	0	0.0090	0	0.0090	-	0.0090	0.0090	-	0.0090	0	0.0090	-	0.0090	0	0.0090	0	0.0090	-	0.0090	0.0090	-	0.0090	0	0.0090	-	0.0090	0	0.0090	0	-	0	0	-	0	0.0090	0	-	0	0.0090	0.0090	-	0.0090	0.0090	-	0.0090	0	0.0090	-	0.0090	0	-	0	0	-	0	0.0090	0	-	0	0.0090	-	-	-	-	-	-	-	-	-	0	-	0	0.0090	0	-	0	0.0090	-	0	0.0090	0	-	0	0.0090	-	-	-	-	-	-	0.0090	0	-	0	0.0090	0.0090	-	0.0090	0	-	0	0.0090	-	-	0.0090
OG0000266	0.0146	0.0073	0.0223	0.0146	0.0216	0.0073	0.0145	0.0145	0.0073	0.0224	-	0.0146	0.0073	-	0.0146	0.0223	0.0147	-	0.0073	0.0146	0.0073	0.0225	0.0147	0.0218	0.0073	0.0146	0.0146	0.0073	0.0225	-	0.0147	0.0073	-	0.0148	0.0225	0.0148	-	0.0073	0.0147	0.0149	0.0073	0.0144	0	0.0072	0.0073	0	0.0149	-	0.0073	0	-	0.0073	0.0149	0.0074	-	0	0.0073	0.0225	0.0296	0.0149	0.0222	0.0223	0.0149	0.0306	-	0.0225	0.0149	-	0.0226	0	0.0227	-	0.0149	0.0225	0.0218	0.0073	0.0146	0.0146	0.0073	0.0224	-	0	0.0073	-	0.0148	0.0225	0.0148	-	0.0073	0.0147	0.0144	0.0216	0.0216	0.0144	0.0297	-	0.0218	0.0144	-	0.0219	0.0296	0.0220	-	0.0144	0.0218	0.0072	0.0073	0	0.0149	-	0.0073	0	-	0.0073	0.0149	0.0074	-	0	0.0073	0.0145	0.0072	0.0223	-	0.0146	0.0072	-	0.0146	0.0222	0.0147	-	0.0072	0.0146	0.0073	0.0223	-	0.0146	0.0073	-	0.0146	0.0223	0.0147	-	0.0073	0.0146	0.0149	-	0.0073	0	-	0.0073	0.0149	0.0074	-	0	0.0073	-	0.0224	0.0149	-	0.0074	0.0306	0.0226	-	0.0149	0.0224	-	-	-	-	-	-	-	-	-	0.0073	-	0.0148	0.0225	0.0148	-	0.0073	0.0147	-	0.0073	0.0149	0.0074	-	0	0.0073	-	-	-	-	-	-	0.0226	0.0149	-	0.0073	0.0147	0.0227	-	0.0149	0.0225	-	0.0074	0.0148	-	-	0.0073
