OG	GCA_000634095__GCA_003210175	GCA_000634095__GCA_003213315	GCA_000634095__GCA_003278775	GCA_000634095__GCA_003280965	GCA_000634095__GCA_902521125	GCA_000634095__GCA_902532695	GCA_000634095__GCA_902539515	GCA_000634095__GCA_902543475	GCA_000634095__GCA_902580925	GCA_000634095__GCA_902595155	GCA_000634095__GCA_902596215	GCA_000634095__GCA_902611085	GCA_000634095__GCA_902614405	GCA_000634095__GCA_902614465	GCA_000634095__GCA_902616055	GCA_000634095__GCA_902621495	GCA_000634095__GCA_902624115	GCA_003210175__GCA_003213315	GCA_003210175__GCA_003278775	GCA_003210175__GCA_003280965	GCA_003210175__GCA_902521125	GCA_003210175__GCA_902532695	GCA_003210175__GCA_902539515	GCA_003210175__GCA_902543475	GCA_003210175__GCA_902580925	GCA_003210175__GCA_902595155	GCA_003210175__GCA_902596215	GCA_003210175__GCA_902611085	GCA_003210175__GCA_902614405	GCA_003210175__GCA_902614465	GCA_003210175__GCA_902616055	GCA_003210175__GCA_902621495	GCA_003210175__GCA_902624115	GCA_003213315__GCA_003278775	GCA_003213315__GCA_003280965	GCA_003213315__GCA_902521125	GCA_003213315__GCA_902532695	GCA_003213315__GCA_902539515	GCA_003213315__GCA_902543475	GCA_003213315__GCA_902580925	GCA_003213315__GCA_902595155	GCA_003213315__GCA_902596215	GCA_003213315__GCA_902611085	GCA_003213315__GCA_902614405	GCA_003213315__GCA_902614465	GCA_003213315__GCA_902616055	GCA_003213315__GCA_902621495	GCA_003213315__GCA_902624115	GCA_003278775__GCA_003280965	GCA_003278775__GCA_902521125	GCA_003278775__GCA_902532695	GCA_003278775__GCA_902539515	GCA_003278775__GCA_902543475	GCA_003278775__GCA_902580925	GCA_003278775__GCA_902595155	GCA_003278775__GCA_902596215	GCA_003278775__GCA_902611085	GCA_003278775__GCA_902614405	GCA_003278775__GCA_902614465	GCA_003278775__GCA_902616055	GCA_003278775__GCA_902621495	GCA_003278775__GCA_902624115	GCA_003280965__GCA_902521125	GCA_003280965__GCA_902532695	GCA_003280965__GCA_902539515	GCA_003280965__GCA_902543475	GCA_003280965__GCA_902580925	GCA_003280965__GCA_902595155	GCA_003280965__GCA_902596215	GCA_003280965__GCA_902611085	GCA_003280965__GCA_902614405	GCA_003280965__GCA_902614465	GCA_003280965__GCA_902616055	GCA_003280965__GCA_902621495	GCA_003280965__GCA_902624115	GCA_902521125__GCA_902532695	GCA_902521125__GCA_902539515	GCA_902521125__GCA_902543475	GCA_902521125__GCA_902580925	GCA_902521125__GCA_902595155	GCA_902521125__GCA_902596215	GCA_902521125__GCA_902611085	GCA_902521125__GCA_902614405	GCA_902521125__GCA_902614465	GCA_902521125__GCA_902616055	GCA_902521125__GCA_902621495	GCA_902521125__GCA_902624115	GCA_902532695__GCA_902539515	GCA_902532695__GCA_902543475	GCA_902532695__GCA_902580925	GCA_902532695__GCA_902595155	GCA_902532695__GCA_902596215	GCA_902532695__GCA_902611085	GCA_902532695__GCA_902614405	GCA_902532695__GCA_902614465	GCA_902532695__GCA_902616055	GCA_902532695__GCA_902621495	GCA_902532695__GCA_902624115	GCA_902539515__GCA_902543475	GCA_902539515__GCA_902580925	GCA_902539515__GCA_902595155	GCA_902539515__GCA_902596215	GCA_902539515__GCA_902611085	GCA_902539515__GCA_902614405	GCA_902539515__GCA_902614465	GCA_902539515__GCA_902616055	GCA_902539515__GCA_902621495	GCA_902539515__GCA_902624115	GCA_902543475__GCA_902580925	GCA_902543475__GCA_902595155	GCA_902543475__GCA_902596215	GCA_902543475__GCA_902611085	GCA_902543475__GCA_902614405	GCA_902543475__GCA_902614465	GCA_902543475__GCA_902616055	GCA_902543475__GCA_902621495	GCA_902543475__GCA_902624115	GCA_902580925__GCA_902595155	GCA_902580925__GCA_902596215	GCA_902580925__GCA_902611085	GCA_902580925__GCA_902614405	GCA_902580925__GCA_902614465	GCA_902580925__GCA_902616055	GCA_902580925__GCA_902621495	GCA_902580925__GCA_902624115	GCA_902595155__GCA_902596215	GCA_902595155__GCA_902611085	GCA_902595155__GCA_902614405	GCA_902595155__GCA_902614465	GCA_902595155__GCA_902616055	GCA_902595155__GCA_902621495	GCA_902595155__GCA_902624115	GCA_902596215__GCA_902611085	GCA_902596215__GCA_902614405	GCA_902596215__GCA_902614465	GCA_902596215__GCA_902616055	GCA_902596215__GCA_902621495	GCA_902596215__GCA_902624115	GCA_902611085__GCA_902614405	GCA_902611085__GCA_902614465	GCA_902611085__GCA_902616055	GCA_902611085__GCA_902621495	GCA_902611085__GCA_902624115	GCA_902614405__GCA_902614465	GCA_902614405__GCA_902616055	GCA_902614405__GCA_902621495	GCA_902614405__GCA_902624115	GCA_902614465__GCA_902616055	GCA_902614465__GCA_902621495	GCA_902614465__GCA_902624115	GCA_902616055__GCA_902621495	GCA_902616055__GCA_902624115	GCA_902621495__GCA_902624115
OG0000267	0.0075	-	0.0075	0.0076	0.0653	-	0.0651	0.0652	0.0151	0.0075	0.0652	0.0471	0	0.0652	0.0469	0.0720	-	-	0	0	0.0560	-	0.0558	0.0559	0.0075	0	0.0559	0.0385	0.0075	0.0559	0.0384	0.0629	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.0560	-	0.0558	0.0559	0.0075	0	0.0559	0.0385	0.0075	0.0559	0.0384	0.0629	-	0.0562	-	0.0560	0.0561	0.0075	0	0.0561	0.0386	0.0076	0.0561	0.0385	0.0630	-	-	0	0	0.0644	0.0560	0	0.0156	0.0653	0	0.0236	0.0924	-	-	-	-	-	-	-	-	-	-	-	-	0	0.0642	0.0558	0	0.0155	0.0651	0	0.0235	0.0921	-	0.0643	0.0559	0	0.0156	0.0652	0	0.0235	0.0923	-	0.0075	0.0643	0.0465	0.0151	0.0643	0.0463	0.0711	-	0.0559	0.0385	0.0075	0.0559	0.0384	0.0629	-	0.0156	0.0652	0	0.0235	0.0923	-	0.0471	0.0156	0.0076	0.0725	-	0.0652	0.0469	0.0720	-	0.0235	0.0923	-	0.0722	-	-
OG0000270	0	0.0217	-	0	0.0217	-	0.0217	0.0217	0	0	-	-	0	0.0217	0.0218	0.0448	-	0.0217	-	0	0.0217	-	0.0217	0.0217	0	0	-	-	0	0.0217	0.0218	0.0447	-	-	0.0216	0	-	0	0	0.0217	0.0217	-	-	0.0217	0	0.0222	0.0455	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0216	-	0.0216	0.0216	0	0	-	-	0	0.0216	0.0218	0.0446	-	-	0	0	0.0217	0.0217	-	-	0.0217	0	0.0222	0.0455	-	-	-	-	-	-	-	-	-	-	-	-	0	0.0217	0.0217	-	-	0.0217	0	0.0222	0.0455	-	0.0217	0.0217	-	-	0.0217	0	0.0222	0.0455	-	0	-	-	0	0.0217	0.0218	0.0447	-	-	-	0	0.0217	0.0218	0.0447	-	-	-	-	-	-	-	-	-	-	-	-	0.0217	0.0218	0.0448	-	0.0222	0.0455	-	0.0226	-	-
OG0000273	-	0.0143	0	0.0145	0.0143	0	-	0.0143	-	0	0.0143	0.0143	-	-	0.0143	0.1035	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0143	0.0295	0	0.0143	-	0	-	0.0143	0	0	-	-	0	0.0881	0.0143	0.0145	0.0143	0	-	0.0143	-	0	0.0143	0.0143	-	-	0.0143	0.1035	0	0.0295	0.0145	-	0.0295	-	0.0145	0.0295	0.0295	-	-	0.0295	0.1222	0.0145	0.0143	-	0	-	0.0143	0	0	-	-	0	0.0881	0.0143	-	0.0143	-	0	0.0143	0.0143	-	-	0.0143	0.1035	0	-	-	-	-	-	-	-	-	-	-	-	0.0143	0	0	-	-	0	0.0881	0.0143	-	-	-	-	-	-	-	-	0.0143	0.0143	-	-	0.0143	0.1035	0	0	-	-	0	0.0881	0.0143	-	-	0	0.0881	0.0143	-	-	-	-	-	-	-	0.0881	0.0143	0.1035
OG0000276	0.0055	0.0113	0	0.0055	0.0112	0	0.0113	0.0113	0	0.0055	-	0.0055	0.0055	0.0113	0	0.0335	0.0055	0.0113	0.0055	0.0112	0.0113	0.0055	0.0113	0.0113	0.0055	0	-	0.0112	0.0112	0.0113	0.0056	0.0395	0	0.0113	0.0170	0	0.0113	0	0	0.0112	0.0113	-	0.0171	0.0171	0	0.0113	0.0458	0.0113	0.0055	0.0112	0	0.0113	0.0113	0	0.0055	-	0.0055	0.0055	0.0113	0	0.0335	0.0055	0.0170	0.0055	0.0170	0.0170	0.0055	0.0112	-	0.0111	0.0111	0.0170	0.0056	0.0394	0.0112	0.0113	0	0	0.0112	0.0113	-	0.0170	0.0171	0	0.0113	0.0458	0.0113	0.0113	0.0113	0	0.0055	-	0.0055	0.0055	0.0113	0	0.0335	0.0055	0	0.0112	0.0113	-	0.0171	0.0171	0	0.0113	0.0458	0.0113	0.0112	0.0113	-	0.0171	0.0171	0	0.0113	0.0458	0.0113	0.0055	-	0.0055	0.0055	0.0113	0	0.0334	0.0055	-	0.0112	0.0112	0.0113	0.0056	0.0395	0	-	-	-	-	-	-	0.0112	0.0171	0.0056	0.0394	0.0112	0.0171	0.0056	0.0395	0.0112	0.0113	0.0459	0.0113	0.0337	0.0056	0.0395
OG0000277	-	0	-	0	0	0.6767	-	0	0.0298	-	0	0	0	0	0	0.0146	0.0145	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.6767	-	0	0.0298	-	0	0	0	0	0	0.0146	0.0145	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.6792	-	0	0.0297	-	0	0	0	0	0	0.0146	0.0145	0.6767	-	0	0.0298	-	0	0	0	0	0	0.0146	0.0145	-	0.6767	0.6745	-	0.6767	0.6767	0.6767	0.6767	0.6741	0.6470	0.6867	-	-	-	-	-	-	-	-	-	-	0.0298	-	0	0	0	0	0	0.0146	0.0145	-	0.0298	0.0298	0.0298	0.0298	0.0297	0.0460	0.0456	-	-	-	-	-	-	-	0	0	0	0	0.0146	0.0145	0	0	0	0.0146	0.0145	0	0	0.0146	0.0145	0	0.0146	0.0145	0.0146	0.0145	0.0297
OG0000278	0.0049	0.0025	-	0	-	0.0099	0	0	0	0.0049	0.0050	-	0	-	0.0049	-	0.0049	0.0074	-	0.0049	-	0.0049	0.0049	0.0049	0.0049	0	0.0099	-	0.0049	-	0.0099	-	0	-	0.0025	-	0.0124	0.0025	0.0025	0.0025	0.0074	0.0075	-	0.0025	-	0.0074	-	0.0074	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0099	0	0	0	0.0049	0.0050	-	0	-	0.0049	-	0.0049	-	-	-	-	-	-	-	-	-	-	-	-	0.0100	0.0100	0.0099	0.0049	0.0150	-	0.0099	-	0.0149	-	0.0049	0	0	0.0049	0.0050	-	0	-	0.0050	-	0.0049	0	0.0049	0.0050	-	0	-	0.0050	-	0.0049	0.0049	0.0050	-	0	-	0.0049	-	0.0049	0.0099	-	0.0049	-	0.0099	-	0	-	0.0050	-	0.0100	-	0.0099	-	-	-	-	-	-	0.0049	-	0.0049	-	-	-	-	0.0099	-
OG0000280	0.0469	0	0	0.0237	0	0.0238	0	-	-	0.0238	0	0	-	0	0.0238	0.0244	0.0469	0.0469	0.0469	0.0713	0.0469	0.0231	0.0469	-	-	0.0231	0.0469	0.0469	-	0.0469	0.0231	0.0744	0	0	0.0237	0	0.0238	0	-	-	0.0238	0	0	-	0	0.0238	0.0244	0.0469	0.0237	0	0.0238	0	-	-	0.0238	0	0	-	0	0.0238	0.0244	0.0469	0.0237	0.0485	0.0237	-	-	0.0485	0.0237	0.0237	-	0.0237	0.0485	0.0498	0.0713	0.0238	0	-	-	0.0238	0	0	-	0	0.0238	0.0244	0.0469	0.0238	-	-	0	0.0238	0.0238	-	0.0238	0	0.0501	0.0231	-	-	0.0238	0	0	-	0	0.0238	0.0244	0.0469	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0238	0.0238	-	0.0238	0	0.0501	0.0231	0	-	0	0.0238	0.0244	0.0469	-	0	0.0238	0.0244	0.0469	-	-	-	-	0.0238	0.0244	0.0469	0.0501	0.0231	0.0744
OG0000281	0	0	0	0	0	0	-	0	-	-	0	0	-	0	0	0.0428	0	0	0	0	0	0	-	0	-	-	0	0	-	0	0	0.0428	0	0	0	0	0	-	0	-	-	0	0	-	0	0	0.0428	0	0	0	0	-	0	-	-	0	0	-	0	0	0.0428	0	0	0	-	0	-	-	0	0	-	0	0	0.0428	0	0	-	0	-	-	0	0	-	0	0	0.0428	0	-	0	-	-	0	0	-	0	0	0.0428	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0.0428	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0	0	0.0428	0	-	0	0	0.0428	0	-	-	-	-	0	0.0428	0	0.0428	0	0.0428
OG0000282	0.0169	0.0057	0.0114	0.0057	0.0057	-	0.0057	0.0057	-	-	0.0057	0.0057	-	0.0057	0.0057	0.0348	0.0169	0.0111	0.0169	0.0111	0.0112	-	0.0111	0.0112	-	-	0.0111	0.0111	-	0.0112	0.0111	0.0284	0	0.0057	0	0	-	0	0	-	-	0	0	-	0	0	0.0288	0.0111	0.0057	0.0057	-	0.0057	0.0057	-	-	0.0057	0.0057	-	0.0057	0.0057	0.0291	0.0169	0	-	0	0	-	-	0	0	-	0	0	0.0288	0.0111	-	0	0	-	-	0	0	-	0	0	0.0288	0.0112	-	-	-	-	-	-	-	-	-	-	-	0	-	-	0	0	-	0	0	0.0288	0.0111	-	-	0	0	-	0	0	0.0288	0.0112	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0	0	0.0288	0.0111	-	0	0	0.0288	0.0111	-	-	-	-	0	0.0288	0.0112	0.0288	0.0111	0.0284
OG0000283	-	0.0132	0.0089	0.0044	0.0132	0.0044	0.0132	-	-	0.0044	0.0175	0.0177	0	-	0.0132	-	0.0044	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0133	0.0087	0	0.0088	0	-	-	0.0088	0.0043	0.0043	0.0132	-	0	-	0.0088	0.0044	0.0133	0.0044	0.0133	-	-	0.0044	0.0177	0.0178	0.0089	-	0.0133	-	0.0044	0.0087	0	0.0087	-	-	0	0.0131	0.0131	0.0044	-	0.0087	-	0	0.0088	0	-	-	0.0088	0.0043	0.0043	0.0132	-	0	-	0.0088	0.0088	-	-	0	0.0131	0.0132	0.0044	-	0.0088	-	0	-	-	0.0088	0.0043	0.0043	0.0132	-	0	-	0.0088	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0131	0.0132	0.0044	-	0.0088	-	0	0.0087	0.0175	-	0.0043	-	0.0131	0.0177	-	0.0043	-	0.0132	-	0.0132	-	0.0044	-	-	-	-	0.0088	-
OG0000285	0.0068	0.0068	-	0.0138	0.0068	0.0068	-	0.0068	0.0068	0.0068	0.0068	0.0068	0	0.0068	0.0068	0.0479	0.0068	0	-	0.0069	0	0	-	0	0	0	0	0	0.0068	0	0	0.0411	0	-	0.0069	0	0	-	0	0	0	0	0	0.0068	0	0	0.0411	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0069	0.0069	-	0.0069	0.0069	0.0069	0.0069	0.0069	0.0138	0.0069	0.0069	0.0488	0.0069	0	-	0	0	0	0	0	0.0068	0	0	0.0411	0	-	0	0	0	0	0	0.0068	0	0	0.0411	0	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0.0068	0	0	0.0411	0	0	0	0	0.0068	0	0	0.0411	0	0	0	0.0068	0	0	0.0411	0	0	0.0068	0	0	0.0411	0	0.0068	0	0	0.0411	0	0.0068	0.0068	0.0479	0.0068	0	0.0411	0	0.0411	0	0.0411
OG0000287	0.0192	-	-	0.0095	0.0295	0.0192	0.0295	0.0297	0.0192	0.0193	0.0295	0.0295	0	0.0399	0.0295	0.0394	-	-	-	0.0097	0.0099	0	0.0099	0.0100	0	0	0.0099	0.0099	0.0192	0.0200	0.0099	0.0197	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0199	0.0097	0.0199	0.0200	0.0097	0.0097	0.0199	0.0199	0.0095	0.0301	0.0199	0.0297	-	0.0099	0	0	0.0099	0.0100	0	0	0.0295	0.0101	0	0.0100	-	0.0099	0.0100	0	0	0.0099	0.0099	0.0192	0.0200	0.0099	0.0197	-	0	0.0099	0.0100	0	0	0.0295	0.0101	0	0.0100	-	0.0100	0.0100	0	0	0.0297	0.0102	0	0.0101	-	0	0.0099	0.0099	0.0192	0.0200	0.0099	0.0197	-	0.0100	0.0100	0.0193	0.0201	0.0100	0.0198	-	0	0.0295	0.0101	0	0.0100	-	0.0295	0.0101	0	0.0100	-	0.0399	0.0295	0.0394	-	0.0101	0	-	0.0100	-	-
OG0000288	-	-	0.0239	0.0121	0.0493	-	0.0493	0.0493	0.0484	0.0239	0.0621	0.0493	-	0.0493	0.0493	0.1051	0.0239	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0118	0.0236	-	0.0236	0.0236	0.0232	0	0.0355	0.0236	-	0.0236	0.0236	0.0756	0	0.0362	-	0.0362	0.0362	0.0355	0.0118	0.0483	0.0362	-	0.0362	0.0362	0.0908	0.0118	-	0	0	0.0474	0.0236	0.0117	0	-	0	0	0.0765	0.0236	-	-	-	-	-	-	-	-	-	-	-	0	0.0474	0.0236	0.0117	0	-	0	0	0.0765	0.0236	0.0474	0.0236	0.0117	0	-	0	0	0.0765	0.0236	0.0232	0.0595	0.0474	-	0.0474	0.0474	0.1026	0.0232	0.0355	0.0236	-	0.0236	0.0236	0.0756	0	0.0117	-	0.0117	0.0117	0.0900	0.0355	-	0	0	0.0765	0.0236	-	-	-	-	0	0.0765	0.0236	0.0765	0.0236	0.0756
OG0000291	0	0.0194	-	0	0.0194	-	0.0194	0.0194	0	0	-	-	0	0.0194	0.0194	0.0742	-	0.0194	-	0	0.0194	-	0.0194	0.0194	0	0	-	-	0	0.0194	0.0194	0.0742	-	-	0.0194	0	-	0	0	0.0194	0.0194	-	-	0.0194	0	0	0.0564	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0194	-	0.0194	0.0194	0	0	-	-	0	0.0194	0.0194	0.0742	-	-	0	0	0.0194	0.0194	-	-	0.0194	0	0	0.0564	-	-	-	-	-	-	-	-	-	-	-	-	0	0.0194	0.0194	-	-	0.0194	0	0	0.0564	-	0.0194	0.0194	-	-	0.0194	0	0	0.0564	-	0	-	-	0	0.0194	0.0194	0.0742	-	-	-	0	0.0194	0.0194	0.0742	-	-	-	-	-	-	-	-	-	-	-	-	0.0194	0.0194	0.0742	-	0	0.0564	-	0.0564	-	-
OG0000292	0	0.0149	0	0	0.0149	0	0.0149	0.0149	-	0	0.0149	0.0303	-	-	-	0.0302	0	0.0149	0	0	0.0149	0	0.0149	0.0149	-	0	0.0149	0.0303	-	-	-	0.0302	0	0.0149	0.0149	0	0.0149	0	0	-	0.0149	0	0.0153	-	-	-	0.0469	0.0149	0	0.0149	0	0.0149	0.0149	-	0	0.0149	0.0303	-	-	-	0.0302	0	0.0149	0	0.0149	0.0149	-	0	0.0149	0.0303	-	-	-	0.0302	0	0.0149	0	0	-	0.0149	0	0.0153	-	-	-	0.0469	0.0149	0.0149	0.0149	-	0	0.0149	0.0303	-	-	-	0.0302	0	0	-	0.0149	0	0.0153	-	-	-	0.0469	0.0149	-	0.0149	0	0.0153	-	-	-	0.0469	0.0149	-	-	-	-	-	-	-	-	0.0149	0.0303	-	-	-	0.0302	0	0.0153	-	-	-	0.0469	0.0149	-	-	-	0.0633	0.0303	-	-	-	-	-	-	-	-	-	0.0302
OG0000293	0.0167	0.0210	0.0209	0.0165	0.0210	0.0167	0.0210	0.0210	-	-	0.0210	0.0296	-	0.0168	0.0168	0.0566	0.0167	0.0124	0.0041	0.0165	0.0124	0	0.0124	0.0124	-	-	0.0124	0.0209	-	0.0083	0.0083	0.0473	0	0.0167	0.0207	0	0.0124	0	0	-	-	0	0.0082	-	0.0041	0.0041	0.0429	0.0124	0.0207	0.0167	0.0041	0.0167	0.0167	-	-	0.0167	0.0252	-	0.0125	0.0125	0.0520	0.0041	0.0207	0.0165	0.0207	0.0207	-	-	0.0207	0.0292	-	0.0166	0.0166	0.0559	0.0165	0.0124	0	0	-	-	0	0.0082	-	0.0041	0.0041	0.0429	0.0124	0.0124	0.0124	-	-	0.0124	0.0209	-	0.0083	0.0083	0.0473	0	0	-	-	0	0.0082	-	0.0041	0.0041	0.0429	0.0124	-	-	0	0.0082	-	0.0041	0.0041	0.0429	0.0124	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0082	-	0.0041	0.0041	0.0429	0.0124	-	0.0124	0.0124	0.0518	0.0209	-	-	-	-	0	0.0386	0.0083	0.0386	0.0083	0.0473
OG0000295	0.0147	0.0075	0.0295	0	0.0075	-	0.0075	0.0075	0	-	0.0075	0.0075	-	0.0075	0.0075	0.0378	0.0147	0.0223	0.0143	0.0147	0.0223	-	0.0223	0.0223	0.0147	-	0.0223	0.0223	-	0.0223	0.0223	0.0524	0	0.0372	0.0075	0	-	0	0	0.0075	-	0	0	-	0	0	0.0457	0.0223	0.0294	0.0372	-	0.0372	0.0372	0.0294	-	0.0372	0.0372	-	0.0372	0.0372	0.0676	0.0143	0.0075	-	0.0075	0.0075	0	-	0.0075	0.0075	-	0.0075	0.0075	0.0377	0.0147	-	0	0	0.0075	-	0	0	-	0	0	0.0457	0.0223	-	-	-	-	-	-	-	-	-	-	-	0	0.0075	-	0	0	-	0	0	0.0457	0.0223	0.0075	-	0	0	-	0	0	0.0457	0.0223	-	0.0075	0.0075	-	0.0075	0.0075	0.0377	0.0147	-	-	-	-	-	-	-	0	-	0	0	0.0457	0.0223	-	0	0	0.0457	0.0223	-	-	-	-	0	0.0457	0.0223	0.0458	0.0223	0.0524
OG0000296	0	0	0.0146	0	0	0	-	0	0	0	0	-	-	-	0	0	0	0	0.0146	0	0	0	-	0	0	0	0	-	-	-	0	0	0	0.0146	0	0	0	-	0	0	0	0	-	-	-	0	0	0	0.0145	0.0146	0.0146	-	0.0146	0.0146	0.0146	0.0146	-	-	-	0.0146	0.0146	0.0146	0	0	-	0	0	0	0	-	-	-	0	0	0	0	-	0	0	0	0	-	-	-	0	0	0	-	0	0	0	0	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	-	0	0	0	-	-	-	0	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
OG0000297	-	-	0.0120	0.0039	0.0160	-	0.0160	0.0160	0.0152	0.0119	0.0160	0.0202	0	0.0160	0.0160	0.0482	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0080	0.0203	-	0.0203	0.0203	0.0196	0.0081	0.0203	0.0246	0.0120	0.0203	0.0203	0.0534	-	0.0120	-	0.0120	0.0120	0.0113	0.0080	0.0120	0.0161	0.0039	0.0120	0.0120	0.0442	-	-	0	0	0.0237	0.0204	0	0.0040	0.0160	0	0	0.0490	-	-	-	-	-	-	-	-	-	-	-	-	0	0.0237	0.0204	0	0.0040	0.0160	0	0	0.0490	-	0.0237	0.0204	0	0.0040	0.0160	0	0	0.0490	-	0.0195	0.0237	0.0280	0.0152	0.0237	0.0237	0.0564	-	0.0204	0.0246	0.0119	0.0204	0.0204	0.0530	-	0.0040	0.0160	0	0	0.0490	-	0.0202	0.0040	0.0040	0.0535	-	0.0160	0.0160	0.0482	-	0	0.0490	-	0.0490	-	-
OG0000298	-	-	0.0234	0.0077	0.0155	-	0.0155	0.0233	0.0077	0.0153	0.0155	0.0155	0	0.0155	0.0155	0.0397	0.0153	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0314	0.0235	-	0.0235	0.0315	0.0154	0.0076	0.0235	0.0235	0.0234	0.0235	0.0235	0.0482	0.0076	0.0235	-	0.0235	0.0313	0.0154	0.0231	0.0235	0.0235	0.0077	0.0235	0.0235	0.0479	0.0231	-	0	0.0077	0.0077	0.0154	0	0	0.0155	0	0	0.0237	0.0154	-	-	-	-	-	-	-	-	-	-	-	0.0077	0.0077	0.0154	0	0	0.0156	0	0	0.0237	0.0154	0.0154	0.0232	0.0077	0.0077	0.0233	0.0077	0.0077	0.0318	0.0232	0.0076	0.0077	0.0077	0.0077	0.0077	0.0077	0.0314	0.0076	0.0154	0.0154	0.0153	0.0154	0.0154	0.0394	0	0	0.0155	0	0	0.0237	0.0154	0.0155	0	0	0.0237	0.0154	0.0155	0.0155	0.0397	0.0153	0	0.0237	0.0154	0.0237	0.0154	0.0394
OG0000301	0.0086	0.0086	0.0086	0.0172	0.0086	-	0.0086	-	0.0086	-	0.0086	0.0086	0	0.0086	0.0086	0.0539	-	0	0	0.0086	0	-	0	-	0	-	0	0	0.0086	0	0	0.0451	-	0	0.0086	0	-	0	-	0	-	0	0	0.0086	0	0	0.0451	-	0.0086	0	-	0	-	0	-	0	0	0.0086	0	0	0.0451	-	0.0086	-	0.0086	-	0.0086	-	0.0086	0.0086	0.0172	0.0086	0.0086	0.0541	-	-	0	-	0	-	0	0	0.0086	0	0	0.0451	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0	0	0.0086	0	0	0.0451	-	-	-	-	-	-	-	-	-	-	-	0	0	0.0086	0	0	0.0451	-	-	-	-	-	-	-	-	0	0.0086	0	0	0.0451	-	0.0086	0	0	0.0451	-	0.0086	0.0086	0.0539	-	0	0.0451	-	0.0451	-	-
OG0000304	0.0083	0.0083	0.0165	0.0251	0.0083	0.0083	-	0.0168	-	-	0.0083	0.0083	-	0.0168	0.0083	0.0422	0.0083	0	0.0083	0.0168	0	0	-	0.0084	-	-	0	0	-	0.0084	0	0.0337	0	0.0082	0.0167	0	0	-	0.0084	-	-	0	0	-	0.0084	0	0.0336	0	0.0250	0.0082	0.0083	-	0.0167	-	-	0.0082	0.0082	-	0.0167	0.0082	0.0420	0.0083	0.0167	0.0168	-	0.0255	-	-	0.0167	0.0168	-	0.0255	0.0168	0.0511	0.0168	0	-	0.0084	-	-	0	0	-	0.0084	0	0.0336	0	-	0.0084	-	-	0	0	-	0.0084	0	0.0337	0	-	-	-	-	-	-	-	-	-	-	-	-	0.0084	0.0084	-	0	0.0084	0.0427	0.0084	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0.0084	0	0.0336	0	-	0.0084	0	0.0337	0	-	-	-	-	0.0084	0.0427	0.0084	0.0336	0	0.0337
OG0000311	0.0055	0.0055	-	0	0.0055	0.0112	0.0055	0.0055	-	-	0.0055	0.0055	0	-	-	0.0343	0.0055	0.0111	-	0.0056	0.0111	0.0169	0.0111	0.0111	-	-	0.0111	0.0111	0.0055	-	-	0.0402	0	-	0.0055	0	0.0168	0	0	-	-	0	0	0.0055	-	-	0.0400	0.0111	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0055	0.0112	0.0055	0.0055	-	-	0.0055	0.0055	0	-	-	0.0343	0.0056	0.0168	0	0	-	-	0	0	0.0055	-	-	0.0400	0.0111	0.0168	0.0168	-	-	0.0168	0.0169	0.0112	-	-	0.0464	0.0169	0	-	-	0	0	0.0055	-	-	0.0400	0.0111	-	-	0	0	0.0055	-	-	0.0400	0.0111	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.0055	-	-	0.0400	0.0111	0.0055	-	-	0.0401	0.0111	-	-	0.0343	0.0055	-	-	-	-	-	0.0402
